| 北上资金策略要素表（相关数据更新至2023.07.31） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
| |              | | 撑压信号（1888元/年）：在个股日K页面可查看股价撑压信号，红线代表支撑位，绿线代表压力位。当股价达到支撑位时，表示股价短期跌破该点位的可能性较低，有望反弹;当股价达到压力位时，表示短期突破该点阻力大后续有反转下跌可能，助您高效做波段； |
| |              | | 安心投（1099元/年）：安精选场内基金，为您提供稳健低波动投资方案。场内债券基金持仓占比90%，ETF持仓占比10%。每月换仓一次。 |

| 超级VIP要素表——点金投精简版，３款AI选股工具+1款内参资讯（相关数据更新至2024.8.27） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 10 | 更新频次 | 涨停雷达每个交易日9:30更新一次，盘中宝盘中更新3-5次，安心投每月换仓一次。 |

| 超级VIP要素表——点金投精简版，３款AI选股工具+1款内参资讯（相关数据更新至2024.8.27） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 11 | 服务接收方式 | 每个交易日支付宝APP通知+短信推送（由于产品时效性较强，需重点提示客户将推送通知打开，以免错过重要消息） |
超级VIP要素表

| 超级VIP要素表——点金投精简版，３款AI选股工具+1款内参资讯（相关数据更新至2024.8.27） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 1 | 产品名称 | 超级VIP（支付宝平台） |

| 超级VIP要素表——点金投精简版，３款AI选股工具+1款内参资讯（相关数据更新至2024.8.27） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 2 | 产品代码 | ZT00 |

| 超级VIP要素表——点金投精简版，３款AI选股工具+1款内参资讯（相关数据更新至2024.8.27） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 3 | 产品类型 | 智能决策工具-服务包 |

| 超级VIP要素表——点金投精简版，３款AI选股工具+1款内参资讯（相关数据更新至2024.8.27） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 4 | 产品简介 | 《超级VIP》是一款服务包，包含盘中宝、涨停雷达、撑压信号与安心投4款产品。2款AI选股工具+1款ETF策略工具+1款内参资讯，让您决策更智慧。 |

| 超级VIP要素表——点金投精简版，３款AI选股工具+1款内参资讯（相关数据更新至2024.8.27） | Unnamed: 1 | Unnamed: 2 | Unnamed: 3 |
|-|-|-|-|
| 基本信息 | 5 | 风格标签 | 【量化选股】【主题投资】【事件驱动】【中短结合】 |
中镇建拉证券 通合人群：合稳健型、积极型、进型投资者。

中信建投证券

NASECURITE短线宝

短线宝

大数据A I 智能选股

适合人群：适合稳健型、积极型、激进型投资者。

选的股点不

山1短

天感觉新消息

中信建投证券短线宝

适合人：适合型，积板型 激进型投资

智能

算

中纹装投证疗 合人群：适合稳型，积极型，激进司投名。

HNASCURT

CHINASECURITIES

智能算法

中

计算

中信建投证券 适合人群：合稳健型职极型、道里投资者，

中信建投证券

财务

CHRASECUATE

CHINASECURITIES

换手率

智能算法

计算

S

股票

交易量

中信建投证券 适合胖：合稳健型职极型，进按关者

财务

指标

换手率

年产

智能算法

盈利 计算

能力 股票

交易量

中信建投证券

ARAS2COTE 财务

指标

换手率

每年

州

智能算法

盈利

计算

能力 股票

交易量

北上

资金

适合大群：违合稳健型积极型激进型投资者

ARASLCOATE 财务

指标

换手率

智能算法

计算

盈利

股票

能力

交易量

北上

每个交易日9 ：1 5 基于大数据模型评分

资金

选出前5 只有上涨潜力的个股

现在购买可享受以下服务

盘前9：15

短信+APP消息

分散投资，控制仓位，密切关注走

维送签药客户5只个股机

中信建投证券短线宝每周选股报告25只72%6只只做热线、款用找宝线宝上周会股

5尺以内的牛报短线宝每周选股报告本周入选表现最高涨跌幅情况一目了然

适合人群：适合稳健型、积极型、激进型投资者。泸深R生商下员金-30.21530盘后推送年rsa2021-12-21

盘后推送北向资金龙虎榜了解北向资金操作动向

中信越投证券 合人：合健里：权

中信建投证券

NASECURITIE温馨提示

ASECURTRE

温馨提示

参考的关注价格为

股票人选当日（T 日）

开盘价，

T + 3 日内需投资者

自行择机卖出

中信建投证券 HRASICUATRE

NASECURITIES温馨提示

温馨提示

参考的关注价格为

股票入选当日（T 日）

并盘价，

T + 3 日内需投资者 内邮

自行择机卖出
不把短线做成中线。

激进型投资者

中信建投证券

CHINASECURITIES

CHRASICUATRE

财务

指标

换手率

智能算法

计算

盈利

股票

能力

交易量

北上

资金

中信越投证券

［风险提示］

由于模型选出的股票波动性较大，

某些股票存在较大的下行风险。

卖出时机的选择需要投资者自行把握，

存在卖点选择不当的风险。

模型选股胜率较高，但风险较大，建议分散投资。

短线宝信息仅供参考，不构成具体投资建议，

不作为您买人和卖出的操作建议。

短线宝服务无法保证投资者的投资不受损失，

投资者需自主做出投资决策并独立承担投资风险。

如果你选的股总是不涨,短线被迫做成中场线。如果你努力研究,沉迷技术分析,效果仍然不 理想。如果你还是凭感觉,听消息选股,不妨试试短线宝,帮你快速抓住牛股。短线宝,基于智 能算法计算,每年产生上亿次计算量,通过股票交易量,换手率,财务指标,盈利能力,北上资金五 大维度筛选个股。每个交易日 9 点 15 基于大数据模型评分选出前 5 只有上涨潜力的个股 现在购买短线宝可享受以下服务 1.每日盘前 9 点 15 分短信在 APP 推送给签约客户 5 只个 股机会 2.短线宝每周选股报告本周入选表现及最高涨跌幅情况一目了然 3.盘后推送北向资 金龙虎宝了解北向资金操作动向在使用过程中请注意参考的关注价格为股票入选当日开盘 价提加三日内需投资者自行折机卖出不把短线做成中线请在蜻蜓点进 app 决策进入短线宝 查看个股机会现在每天只需一顿早餐的钱就相当于拥有一套稳定的选股体系帮你在 4000 只股票当中选取有价值的机会一起体验量化算法的魅力吧交易日 9 点到 16 点可进行签约 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

风险提示

CHINASECURITIES

涨停雷达基于上海证券交易所、

深圳证券交易所等公开信息建立模型，

为投资者的交易决策提供辅助帮助，

本产品相关信息仅供参考，不构成具体投资建议，

亦不构成对证券市场及/ 或具体证券标的走势

及/ 或价格的预判或保证，请您充分考量投资风险，

及时关注相关证券关键信息，合理控制仓位，

分散风险，自主、审慎、独立作出投资决策，

并承担投资结果及损益。

请投资者在签约本产品前详细了解并准确理解产品规则，

避免发生实际模型策略与您预想不一致的情况。

本产品适合风险承受能力等级为稳健型（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

风险提示

CHINASECURITIES 风险提示

涨停雷达基于上海证券交易所

深圳证券交易所等公开信息建立模型，

为投资者的交易决策提供辅助帮助，

本产品相关信息仅供参考，不构成具体投资建议，

林不构成对证券市场及/ 或具体证券标的走势

及7 或价格的预判或保证，请您充分考量投资风险，

及时关注租关证券关键信息，合理控制仓位，

分散风险，自主、审慎、独立作出投资决策，

并承担投资结果及损益。

请投资者在签约本产品前详细了解并准确理解产品规则，

避免发生实际模型策略与您预想不一致的情况。

本产品适合风险承受能力等级为稳健型（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINASECURITIES 风险提示

风险提示

涨停雷达基于上海证券交易所、

深圳证券交易所等公开信息建立模型

为投资者的交易决策提供辅助帮助，

本产品相关信息仅供参考，不构成具体投资建议，

亦不构成对证券市场及/ 或真体证劵标的走势

及/ 或价格的预判或保证，请您充分考量投资风险，

及时关注相关证券关键信息，合理控制仓位，

分散风险，自主、审慎、独立作出投资决策，

并承担投资结果及损益。

请投资者在签约本产品前详细了解并准确理解产品规则，

避免发生实际模型策略与您预想不一致的情况。
| ****入选时间09：27 | - | 入选价 | **** | - |
|-|-|-|-|-|
| 递延收益 | | 止损价 | 8.31 | |
| 燕京未来可期 | 催化剂跟踪报告：U | 8放量叠加改革提速，“新” | | 每只个股都有相应的正价作为参考 |
| **** | | | | 自都有对应的投资慢 |
| 入选时间09：27 | | 入选价 | **** | |
| 递延收益 | | 止损价 | 18.86 | |
| 催化剂 | 看好 | 中报超预其 | 月的驱动 | |
| 力持续兑现 | | | | 投资者可通过个股逻辑， |
| **** | | | | |
| 入选时间09：27 | | 入选价 | **** | |
| 递延收益 | | 止损价 | 52.77 | 并结合行情和自身交易理念后 |
| 催化剂2022年中报点评：在手订单高增长夯实业绩增速，全球布局打开中长期成长空间 | | | | 选择投资机会。 |

****

入选时间

入选价

09:27 入选价

09:27

止损价

最高收益

最高收益 止损价 50.72

中信建投证券

CHINASECURITIES

每个交易日9 日3 0 左右

推送当日入选股票

《涨停雷达》今日入选

【中信建投】

股票池：

参考持股时间为 T + 1 日

~ T + 2 日。仅供参考自主决策，理性

投资控制风险

产品适合风险承受能力等 等级为稳健型（3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINA SECURITIES

每个交易日9 日3 0 左右

推送当日入选股票

请注售宝收

【中信建投】《涨停雷达》今日入选

| 股票池： | - | 投顾消息 | 09：35 |
|-|-|-|-|
| |                     | | 【涨停雷达】4只股票入选涨停雷达股票池 |
| |                     | 今日入选涨停雷达股票池： | |
| | 参考持股时间为T+1日 | | |

~ T + 2 日。仅供参考自主决策，理性

决策商城动态

投资控制风险

手机短信 A P P 消息推送

手机短信

APP消息推送
中信建投证券

CHINASECURITIES

涨停雷达

掘金利好驱动大牛股

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINASECURITIES

涨停雷达

掘金利好驱动大牛股

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINASECURITIES

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看

中信建投证券 CHINASECURITIES

CHINASECURITIES

每日

个股公告

数量多

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINASECURITIES

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINASECURITIES

涨停雷达通过聚焦公司

要求 建议退出观看

中信建投证券

CHINASECURITIES

涨停雷达通过聚焦公司

中信建投证券CHINA SECURITIES

12每个交易日开盘前本产品适合风险承受能力等级为稳健型（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券CHINASECURITIES涨停雷达选股标准服务内容本产品适合风险承受能力等级为稳健型（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券CHINASECURITIES涨停雷达选股标准服务内 容本产品适合风险承受能力等级为稳健型（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINA SECURITIES

选取

合要求，建议退出观看。

中信建投证券CHINASECURITIES选取分M个股进行研究精选好公司每一只股票都有入帮助投资者理解投资机会本产品适合风险承受能力等级为稳健型（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。
中信建投证券

中信建投证券 CHINASECURITIES

选取

【个股进行研究

精选好公司

每一只股票都有入

帮助投资者理解投资机会

每只股票都有对应的正

帮助投资者控制风险

本产品适合风险承受要求，建议退出观看。

中信建投证券

CHINASECURITIES

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券CHINASECURITIES涨停雷达签约使用方法本产品适合风险承受能力等级为稳健型（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券CHINASECURITIES涨停雷达签约使用方法本产品适合风险承受能力等级为稳健型（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

Q 搜索股票

CHINA SECURITIES

| 开户一键打新自选 | 娇蜓管家 | 业务办理 |
|-|-|-|
| 在线顾问融资融券选股 | 中申数据中心 | 福利专区 |
| 发现资讯仙人涨 | 账户秘书 | 更多 |
| 不满意免费退订 | | |
| 8款决策工具先体验后付费 | | |
| 7x24要闻韩媒：美国林肯号核航母驶入韩国 | | |
| 内参 | | 面 |
| 是的，我们还需要更深层次去理解“价格” | | |
| 短线交易，或许是价格属性下的职业投.李翔 | 09：47 | |
| 中证1000指数：投资性价比凸.四大维度解析中证1000投资价值 | | |
| 徐海鹏 | | |
| 四8自选设厕 | | |

本产品适合风险承受能力等级为稳健型（C 3 ）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出观看。

中信建投证券

CHINASECURITIES

最新入选 0 9 - 2 2 更新

最新入选

09-22更新
产品适合风险承受能力等级为稳健型（C3）及以上，拟投资品种包含权益类的投资者，如您不符合要求，建议退出）

涨停雷达绝金利好驱动大牛股每天个股公告数十份甚至上百份作为个人投资者很难全面跟 踪涨停雷达满足您的需求涨停雷达通过聚焦公司业绩变动与利好公告寻找预期差帮助投资 者做减法在众多利好中筛选个股机会每个交易日开盘前涨停雷达将结合市场情绪概念和个 股的技术形态精选出三至五只个股机会涨停雷达选股标准及服务内容都有哪些呢选取业绩 超预期分析师覆盖的个股进行研究精选好公司每一只股票都有入选逻辑帮助投资者理解投 资机会每只股票都有对应的止损价帮助投资者控制风险那么涨停雷达应该如何签约及使用 呢打开蜻蜓点进 APP 首页点击更多决策找到涨停雷达签约后即可看到当前市场情绪及最新 入选的个股啦每只股票都有相应的止损价作为参考且都有对应的投资逻辑投资者可通过个 股逻辑并结合行情和自身交易理念后选择投资机会每个交易日的 9 点半左右还有短信及 APP 消息提醒推送给您当日的入选股票请注意查收短信及推送哦优优独播剧场——YoYo Television Series Exclusive
